eName	eChr	eStart	eEnd	Sample	Source	Repeat_Class
chr7-2168932-2171512	chr7	2168932	2171512	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-70573743-70574402	chr15	70573743	70574402	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-21472696-21475541	chr1	21472696	21475541	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-2616023-2616713	chr5	2616023	2616713	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-161571300-161572601	chr6	161571300	161572601	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-26667813-26668302	chr2	26667813	26668302	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-21015178-21016286	chr20	21015178	21016286	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-49817988-49818484	chr10	49817988	49818484	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr22-47784486-47785076	chr22	47784486	47785076	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-108374589-108375342	chr9	108374589	108375342	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-40437330-40438060	chr11	40437330	40438060	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-11461715-11462872	chr4	11461715	11462872	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-45411432-45412918	chr1	45411432	45412918	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-3790614-3790981	chr19	3790614	3790981	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-127325564-127327023	chr5	127325564	127327023	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-63816612-63818147	chr16	63816612	63818147	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-62223010-62223993	chr1	62223010	62223993	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-109892958-109894715	chr2	109892958	109894715	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr16-74128244-74129620	chr16	74128244	74129620	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-11341457-11342318	chr18	11341457	11342318	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-48819402-48820142	chr19	48819402	48820142	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-86971549-86973050	chr15	86971549	86973050	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-57280681-57281334	chr18	57280681	57281334	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-41190188-41190770	chr1	41190188	41190770	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-77595389-77600227	chr15	77595389	77600227	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-113931192-113931743	chr4	113931192	113931743	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-146808882-146809466	chr9	146808882	146809466	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-52905532-52906607	chr19	52905532	52906607	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-31932642-31934068	chr6	31932642	31934068	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-49060999-49061824	chr20	49060999	49061824	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-72774972-72777967	chr10	72774972	72777967	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-30240546-30241961	chr13	30240546	30241961	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-205830602-205831763	chr1	205830602	205831763	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-48472612-48474251	chr10	48472612	48474251	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-136180126-136182421	chr5	136180126	136182421	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr18-47979893-47981706	chr18	47979893	47981706	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-54352167-54353866	chr20	54352167	54353866	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-73145816-73146899	chr5	73145816	73146899	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-66749723-66750455	chr11	66749723	66750455	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-13746901-13748393	chr4	13746901	13748393	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-19602049-19602638	chr12	19602049	19602638	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-94404816-94405301	chr16	94404816	94405301	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-16924393-16924794	chr7	16924393	16924794	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-20058631-20059995	chr17	20058631	20059995	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-63542753-63543208	chr16	63542753	63543208	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-148734937-148735893	chr9	148734937	148735893	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-69410151-69410746	chr15	69410151	69410746	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-88147857-88151018	chr11	88147857	88151018	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-169287081-169287787	chr5	169287081	169287787	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-48468121-48469566	chr7	48468121	48469566	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-19472970-19473706	chr19	19472970	19473706	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-126675606-126676577	chr10	126675606	126676577	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-200227012-200227686	chr2	200227012	200227686	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-64352586-64356847	chr1	64352586	64356847	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-4970409-4971476	chr17	4970409	4971476	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-80805439-80807538	chr17	80805439	80807538	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-111707183-111708799	chr9	111707183	111708799	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-60806945-60812589	chr19	60806945	60812589	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-199213016-199214513	chr1	199213016	199214513	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-132635436-132638345	chr9	132635436	132638345	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-3018932-3025970	chrX	3018932	3025970	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-122759306-122760038	chr11	122759306	122760038	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-38074602-38076021	chr8	38074602	38076021	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-51453718-51455758	chr10	51453718	51455758	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-12833520-12834085	chr3	12833520	12834085	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-26481428-26481974	chr13	26481428	26481974	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-137930677-137931662	chr3	137930677	137931662	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-28706049-28709239	chr7	28706049	28709239	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-128954700-128956026	chr8	128954700	128956026	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-144064956-144069497	chr4	144064956	144069497	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-16515898-16517713	chr19	16515898	16517713	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-35612903-35615000	chr21	35612903	35615000	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-60022648-60023787	chr20	60022648	60023787	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-7362690-7365545	chr9	7362690	7365545	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-21238139-21238562	chr1	21238139	21238562	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-93589560-93591688	chr13	93589560	93591688	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr6-124101134-124102648	chr6	124101134	124102648	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-60400695-60402064	chr2	60400695	60402064	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-112724291-112725949	chr5	112724291	112725949	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-33597015-33598578	chr5	33597015	33598578	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-2645826-2647691	chr17	2645826	2647691	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-44391035-44393043	chr20	44391035	44393043	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-16653159-16654915	chr19	16653159	16654915	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-14891234-14891879	chr3	14891234	14891879	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-56796738-56797980	chr13	56796738	56797980	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-131987390-131988062	chr12	131987390	131988062	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-217035624-217036641	chr2	217035624	217036641	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-226182845-226183178	chr1	226182845	226183178	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-3216066-3216736	chr1	3216066	3216736	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-107583388-107583955	chr9	107583388	107583955	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-48861161-48862534	chr2	48861161	48862534	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-79206815-79208412	chr5	79206815	79208412	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-91368369-91369032	chr16	91368369	91369032	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-41954312-41954743	chr4	41954312	41954743	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-55557251-55558517	chr3	55557251	55558517	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-76906114-76906671	chr7	76906114	76906671	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-645590-647269	chr20	645590	647269	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-14341498-14342578	chr16	14341498	14342578	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-36109270-36110248	chr11	36109270	36110248	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-52986858-52989008	chr17	52986858	52989008	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-240227697-240228407	chr2	240227697	240228407	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-25785887-25787055	chr15	25785887	25787055	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-68572536-68574429	chrX	68572536	68574429	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-118726990-118727849	chrX	118726990	118727849	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-121910208-121911141	chr11	121910208	121911141	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-40795185-40796569	chr19	40795185	40796569	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-17810598-17812106	chr17	17810598	17812106	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-62731123-62733042	chr15	62731123	62733042	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-19389701-19390161	chr13	19389701	19390161	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-239446882-239447831	chr2	239446882	239447831	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-75190176-75192089	chr7	75190176	75192089	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-22312669-22314575	chr9	22312669	22314575	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-52016633-52017922	chr20	52016633	52017922	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-60955224-60956315	chr11	60955224	60956315	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-123280983-123282383	chr11	123280983	123282383	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-228199184-228199617	chr2	228199184	228199617	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-229697854-229699051	chr1	229697854	229699051	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-122914369-122915316	chr12	122914369	122915316	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-81197681-81198438	chr17	81197681	81198438	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-142332466-142334736	chr9	142332466	142334736	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr6-35223518-35224777	chr6	35223518	35224777	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-37034730-37036251	chr7	37034730	37036251	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-92394104-92396833	chr9	92394104	92396833	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-38539511-38540606	chr19	38539511	38540606	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-52352168-52355139	chr19	52352168	52355139	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-39495057-39496030	chr5	39495057	39496030	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-80540821-80542395	chr15	80540821	80542395	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-105948411-105950153	chr2	105948411	105950153	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-9319172-9319755	chr8	9319172	9319755	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-121965789-121966846	chr10	121965789	121966846	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr18-79139818-79141859	chr18	79139818	79141859	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-180448031-180452316	chr3	180448031	180452316	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-15522869-15523599	chr14	15522869	15523599	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-158420835-158422778	chr3	158420835	158422778	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-174093481-174094184	chr5	174093481	174094184	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-6298029-6300032	chr4	6298029	6300032	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-80277647-80278184	chr10	80277647	80278184	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-1984524-1989939	chr17	1984524	1989939	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr22-36593933-36595357	chr22	36593933	36595357	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-88900831-88903010	chr16	88900831	88903010	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-111535653-111536354	chr9	111535653	111536354	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-180368351-180369043	chr5	180368351	180369043	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-31758861-31760431	chr5	31758861	31760431	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-158151248-158151830	chr5	158151248	158151830	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-62988572-62990088	chr14	62988572	62990088	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-108305973-108306699	chr13	108305973	108306699	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-110882856-110884746	chr13	110882856	110884746	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-17351788-17352367	chr2	17351788	17352367	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-95810107-95811701	chr15	95810107	95811701	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-22644240-22645263	chr8	22644240	22645263	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-44421247-44422331	chr3	44421247	44422331	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-136239923-136240409	chr9	136239923	136240409	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-70196590-70198340	chr11	70196590	70198340	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-163584480-163585649	chr3	163584480	163585649	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-2670375-2672393	chr2	2670375	2672393	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-126690949-126691321	chr8	126690949	126691321	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-199334116-199336834	chr1	199334116	199336834	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-97599312-97600673	chr5	97599312	97600673	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-97603954-97604769	chr10	97603954	97604769	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-109759368-109761249	chr2	109759368	109761249	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-34138950-34139701	chr11	34138950	34139701	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-107504918-107505797	chr10	107504918	107505797	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-134806059-134807223	chr9	134806059	134807223	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-104568390-104574574	chr12	104568390	104574574	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-168558550-168560058	chr1	168558550	168560058	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-130423630-130424448	chr11	130423630	130424448	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-154358095-154359459	chr1	154358095	154359459	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-44779275-44780830	chr11	44779275	44780830	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-67803088-67803601	chr11	67803088	67803601	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-10909994-10911155	chr3	10909994	10911155	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-25840421-25841104	chr16	25840421	25841104	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-60196009-60196429	chr14	60196009	60196429	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-4766411-4766928	chr3	4766411	4766928	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-33384846-33386565	chr9	33384846	33386565	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-207178320-207181263	chr2	207178320	207181263	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-131203025-131204156	chr3	131203025	131204156	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-84849457-84852742	chr10	84849457	84852742	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-36296457-36297515	chr21	36296457	36297515	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-148848613-148849247	chr9	148848613	148849247	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr18-34514460-34515797	chr18	34514460	34515797	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-65338157-65338540	chr20	65338157	65338540	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-94897413-94898410	chr4	94897413	94898410	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-33425967-33426928	chr21	33425967	33426928	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-7093435-7094837	chr1	7093435	7094837	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-15884814-15885757	chr1	15884814	15885757	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-43883396-43885277	chr1	43883396	43885277	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-35929808-35930442	chr9	35929808	35930442	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-94347669-94349579	chr14	94347669	94349579	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-19506269-19507258	chr19	19506269	19507258	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-70221885-70223696	chr11	70221885	70223696	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-150149445-150150108	chr7	150149445	150150108	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-153477272-153478111	chr3	153477272	153478111	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-35568608-35572677	chr3	35568608	35572677	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr18-35628819-35632376	chr18	35628819	35632376	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-77653095-77654245	chr12	77653095	77654245	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-216160360-216164871	chr2	216160360	216164871	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-63629349-63631471	chr17	63629349	63631471	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-31185184-31185781	chr7	31185184	31185781	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-4399833-4400627	chr17	4399833	4400627	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-161668922-161670285	chr1	161668922	161670285	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-77429899-77431213	chr13	77429899	77431213	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-146135888-146138383	chr7	146135888	146138383	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-132107951-132109266	chr9	132107951	132109266	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-44369828-44370467	chr21	44369828	44370467	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-32391932-32393020	chr15	32391932	32393020	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr22-38395272-38395907	chr22	38395272	38395907	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-61619555-61620508	chr20	61619555	61620508	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-103434936-103438571	chr9	103434936	103438571	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-152104693-152105611	chr7	152104693	152105611	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-13078354-13079184	chr19	13078354	13079184	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-115174645-115179195	chr2	115174645	115179195	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-14531262-14532049	chr4	14531262	14532049	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-66156677-66158260	chr12	66156677	66158260	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-141729616-141730332	chr3	141729616	141730332	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-124578302-124582257	chr5	124578302	124582257	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-42127158-42127911	chr5	42127158	42127911	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-39620409-39621297	chr20	39620409	39621297	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-102146973-102148823	chr13	102146973	102148823	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-26945190-26946299	chr1	26945190	26946299	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-139909503-139912043	chr8	139909503	139912043	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-13283787-13284381	chr19	13283787	13284381	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-27388031-27388954	chr21	27388031	27388954	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-127706304-127708131	chr10	127706304	127708131	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-77839147-77839920	chr16	77839147	77839920	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-27456960-27464645	chr10	27456960	27464645	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-10868042-10869276	chr2	10868042	10869276	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-132820906-132822363	chr7	132820906	132822363	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-1685028-1686029	chr5	1685028	1686029	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-10243272-10246437	chr4	10243272	10246437	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-39678264-39680007	chrX	39678264	39680007	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-163707764-163709669	chr5	163707764	163709669	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-107725327-107727424	chr13	107725327	107727424	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-371014-371803	chr20	371014	371803	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
