eName	eChr	eStart	eEnd	Sample	Source	Repeat_Class
chr1-27243733-27245077	chr1	27243733	27245077	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-11623012-11625501	chr11	11623012	11625501	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-79206815-79208412	chr5	79206815	79208412	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-122759306-122760038	chr11	122759306	122760038	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-134806059-134807223	chr9	134806059	134807223	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-117921829-117922688	chr8	117921829	117922688	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-158151248-158151830	chr5	158151248	158151830	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-35929808-35930442	chr9	35929808	35930442	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-9356522-9357020	chr8	9356522	9357020	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-121098826-121105135	chr10	121098826	121105135	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-85479589-85480469	chr14	85479589	85480469	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-66426561-66427954	chr15	66426561	66427954	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-32586769-32588543	chr21	32586769	32588543	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-97908111-97910071	chr13	97908111	97910071	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-115832451-115836061	chr3	115832451	115836061	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-146808882-146809466	chr9	146808882	146809466	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr6-70781591-70784186	chr6	70781591	70784186	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-19044117-19045025	chr13	19044117	19045025	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-109913419-109914565	chr4	109913419	109914565	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-100292093-100294007	chr13	100292093	100294007	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr5-101047282-101050517	chr5	101047282	101050517	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-61526076-61527160	chr19	61526076	61527160	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr22-49213086-49213846	chr22	49213086	49213846	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-17715012-17715818	chr19	17715012	17715818	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-49817988-49818484	chr10	49817988	49818484	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-16653159-16654915	chr19	16653159	16654915	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-12294284-12296975	chr16	12294284	12296975	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-130423630-130424448	chr11	130423630	130424448	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-1960053-1961317	chr5	1960053	1961317	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-2718429-2719249	chr2	2718429	2719249	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr10-14995351-14997190	chr10	14995351	14997190	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-49060999-49061824	chr20	49060999	49061824	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-1611924-1612286	chr17	1611924	1612286	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-43883396-43885277	chr1	43883396	43885277	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-24699239-24699961	chr1	24699239	24699961	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr16-2965745-2966871	chr16	2965745	2966871	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr22-35923518-35925301	chr22	35923518	35925301	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr3-131099328-131099739	chr3	131099328	131099739	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr5-5508961-5510458	chr5	5508961	5510458	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-31155858-31156906	chr21	31155858	31156906	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr18-24951374-24953615	chr18	24951374	24953615	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-21811751-21813306	chr20	21811751	21813306	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-66371290-66374639	chr8	66371290	66374639	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-10909994-10911155	chr3	10909994	10911155	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-13431385-13432031	chr10	13431385	13432031	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-13078354-13079184	chr19	13078354	13079184	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-18749825-18751846	chr19	18749825	18751846	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-3018932-3025970	chrX	3018932	3025970	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-20106738-20109483	chr12	20106738	20109483	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-31005663-31007203	chr7	31005663	31007203	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Inverted-Repeat
chr8-126690949-126691321	chr8	126690949	126691321	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-13746901-13748393	chr4	13746901	13748393	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-8663755-8664987	chr4	8663755	8664987	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-58684256-58686447	chr11	58684256	58686447	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-43821829-43823132	chr5	43821829	43823132	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr12-117441636-117442753	chr12	117441636	117442753	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-67803088-67803601	chr11	67803088	67803601	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-74153025-74154176	chr17	74153025	74154176	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-67954272-67955141	chr11	67954272	67955141	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr3-185400540-185401703	chr3	185400540	185401703	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-4362756-4363565	chr7	4362756	4363565	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-144596764-144599756	chr5	144596764	144599756	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-161445750-161446690	chr3	161445750	161446690	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-180368351-180369043	chr5	180368351	180369043	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-45725000-45726356	chr20	45725000	45726356	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-17936336-17937840	chr17	17936336	17937840	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr11-69545569-69546584	chr11	69545569	69546584	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-152299758-152300284	chr5	152299758	152300284	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-27776802-27777569	chr8	27776802	27777569	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-132514045-132516297	chr9	132514045	132516297	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-81296384-81298419	chr17	81296384	81298419	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-81224461-81229386	chr5	81224461	81229386	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-108305973-108306699	chr13	108305973	108306699	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-9319172-9319755	chr8	9319172	9319755	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-158795775-158797000	chr7	158795775	158797000	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-13832453-13834482	chr17	13832453	13834482	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-75190176-75192089	chr7	75190176	75192089	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-159813105-159813644	chr1	159813105	159813644	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-60806945-60812589	chr19	60806945	60812589	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-122261105-122261657	chr2	122261105	122261657	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-23583924-23586236	chr16	23583924	23586236	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Inverted-Repeat
chr17-4051275-4051893	chr17	4051275	4051893	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr13-107725327-107727424	chr13	107725327	107727424	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-42735317-42735930	chr20	42735317	42735930	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-126894424-126896121	chr3	126894424	126896121	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-50704581-50705353	chr7	50704581	50705353	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-40192510-40193087	chr15	40192510	40193087	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr17-7853388-7855091	chr17	7853388	7855091	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-95084949-95088481	chr10	95084949	95088481	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-32889756-32890385	chr7	32889756	32890385	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-102975479-102976470	chr7	102975479	102976470	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-92429701-92432250	chr5	92429701	92432250	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-143679700-143681625	chr5	143679700	143681625	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-23757214-23759478	chr16	23757214	23759478	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-839444-840066	chr5	839444	840066	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr15-75984426-75985492	chr15	75984426	75985492	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-125974594-125975502	chr11	125974594	125975502	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-142714061-142714661	chr5	142714061	142714661	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr6-49603331-49604487	chr6	49603331	49604487	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-19283633-19284713	chr19	19283633	19284713	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chrX-128327102-128327917	chrX	128327102	128327917	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr4-10243272-10246437	chr4	10243272	10246437	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-158420835-158422778	chr3	158420835	158422778	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-14341498-14342578	chr16	14341498	14342578	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr8-110301618-110303289	chr8	110301618	110303289	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-211966736-211967488	chr1	211966736	211967488	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-11341457-11342318	chr18	11341457	11342318	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-114553457-114553866	chr1	114553457	114553866	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-77446421-77447776	chr5	77446421	77447776	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr17-73450005-73451938	chr17	73450005	73451938	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr18-23271091-23272381	chr18	23271091	23272381	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-39495057-39496030	chr5	39495057	39496030	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-7093435-7094837	chr1	7093435	7094837	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-75912389-75912966	chr4	75912389	75912966	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Both
chr22-48640607-48641556	chr22	48640607	48641556	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-60294023-60296306	chr14	60294023	60296306	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-2198049-2199804	chr7	2198049	2199804	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-44421247-44422331	chr3	44421247	44422331	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-62489184-62490786	chr11	62489184	62490786	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr19-44471322-44472356	chr19	44471322	44472356	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-121420914-121422486	chr9	121420914	121422486	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr19-44133829-44134780	chr19	44133829	44134780	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr22-23106916-23108461	chr22	23106916	23108461	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Inverted-Repeat
chr15-64455525-64456464	chr15	64455525	64456464	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-159411559-159415671	chr2	159411559	159415671	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Inverted-Repeat
chr21-35612903-35615000	chr21	35612903	35615000	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr21-16052907-16053261	chr21	16052907	16053261	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-33597015-33598578	chr5	33597015	33598578	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-205830602-205831763	chr1	205830602	205831763	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-38981687-38982101	chr20	38981687	38982101	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr15-86971549-86973050	chr15	86971549	86973050	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr17-81954062-81954839	chr17	81954062	81954839	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr20-645590-647269	chr20	645590	647269	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-144062935-144063713	chr4	144062935	144063713	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-132390128-132391893	chr9	132390128	132391893	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-10944918-10945903	chr5	10944918	10945903	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-351780-353234	chr16	351780	353234	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr7-152104693-152105611	chr7	152104693	152105611	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr14-17970110-17973959	chr14	17970110	17973959	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr12-57361118-57361692	chr12	57361118	57361692	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-70630337-70633218	chr1	70630337	70633218	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr6-155172824-155176736	chr6	155172824	155176736	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr5-2616023-2616713	chr5	2616023	2616713	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr2-128741257-128741895	chr2	128741257	128741895	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr8-144345325-144347689	chr8	144345325	144347689	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr7-537342-537910	chr7	537342	537910	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-23936840-23939248	chr5	23936840	23939248	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-50207279-50207982	chr13	50207279	50207982	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr13-102146973-102148823	chr13	102146973	102148823	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-100462714-100468174	chr1	100462714	100468174	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-92394104-92396833	chr9	92394104	92396833	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-29076808-29077839	chr3	29076808	29077839	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-143038689-143039318	chr9	143038689	143039318	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr2-85372719-85373436	chr2	85372719	85373436	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-1721099-1721781	chr5	1721099	1721781	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr11-66749723-66750455	chr11	66749723	66750455	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-34354056-34355853	chr20	34354056	34355853	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr21-42772577-42773529	chr21	42772577	42773529	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr9-139737669-139738847	chr9	139737669	139738847	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-226182845-226183178	chr1	226182845	226183178	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-162762776-162764804	chr4	162762776	162764804	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr6-170017188-170018705	chr6	170017188	170018705	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr4-40795396-40796166	chr4	40795396	40796166	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr16-94848997-94849634	chr16	94848997	94849634	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-89600156-89601289	chr1	89600156	89601289	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr3-180448031-180452316	chr3	180448031	180452316	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-68977835-68980483	chr5	68977835	68980483	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr9-107583388-107583955	chr9	107583388	107583955	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-174093481-174094184	chr5	174093481	174094184	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr10-72116365-72118493	chr10	72116365	72118493	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr5-154209225-154211828	chr5	154209225	154211828	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Direct-Repeat
chr1-225630470-225635773	chr1	225630470	225635773	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr1-203608646-203609514	chr1	203608646	203609514	eccDNA_Circel-Seq_NGS_25_3_CM	Circle-Map	Other
chr20-64067033-64068564	chr20	64067033	64068564	3SEP_LR_25_3	FLED	Other
chr3-81248642-81251590	chr3	81248642	81251590	3SEP_LR_25_3	FLED	Inverted-Repeat
chr5-28354478-28357028	chr5	28354478	28357028	3SEP_LR_25_3	FLED	Other
chr1-53915819-53919287	chr1	53915819	53919287	3SEP_LR_25_3	FLED	Other
chr22-23841051-23842195	chr22	23841051	23842195	3SEP_LR_25_3	FLED	Other
chr16-63088456-63089448	chr16	63088456	63089448	3SEP_LR_25_3	FLED	Other
chr6-158345310-158346464	chr6	158345310	158346464	3SEP_LR_25_3	FLED	Direct-Repeat
chr1-220981206-220982592	chr1	220981206	220982592	3SEP_LR_25_3	FLED	Direct-Repeat
chr2-97494407-97496910	chr2	97494407	97496910	3SEP_LR_25_3	FLED	Other
chr13-63068864-63070088	chr13	63068864	63070088	3SEP_LR_25_3	FLED	Direct-Repeat
chr10-128195489-128196215	chr10	128195489	128196215	3SEP_LR_25_3	FLED	Other
chr16-30070222-30073311	chr16	30070222	30073311	3SEP_LR_25_3	FLED	Other
chr9-145473897-145476804	chr9	145473897	145476804	3SEP_LR_25_3	FLED	Other
chr17-83705403-83706511	chr17	83705403	83706511	3SEP_LR_25_3	FLED	Other
chr5-173472733-173475593	chr5	173472733	173475593	3SEP_LR_25_3	FLED	Other
chr15-82635027-82637002	chr15	82635027	82637002	3SEP_LR_25_3	FLED	Other
chr6-166464646-166466711	chr6	166464646	166466711	3SEP_LR_25_3	FLED	Direct-Repeat
chr14-68462993-68470755	chr14	68462993	68470755	3SEP_LR_25_3	FLED	Other
chr11-103977063-103978961	chr11	103977063	103978961	3SEP_LR_25_3	FLED	Other
chr17-47017996-47020911	chr17	47017996	47020911	3SEP_LR_25_3	FLED	Other
chr2-70672256-70674068	chr2	70672256	70674068	3SEP_LR_25_3	FLED	Other
chr5-179020989-179021777	chr5	179020989	179021777	3SEP_LR_25_3	FLED	Direct-Repeat
chr19-1515060-1515759	chr19	1515060	1515759	3SEP_LR_25_3	FLED	Other
chr8-88197075-88199533	chr8	88197075	88199533	3SEP_LR_25_3	FLED	Both
chr8-144694230-144697841	chr8	144694230	144697841	3SEP_LR_25_3	FLED	Other
chr13-108872984-108874539	chr13	108872984	108874539	3SEP_LR_25_3	FLED	Other
chr15-79357944-79360912	chr15	79357944	79360912	3SEP_LR_25_3	FLED	Other
chr19-17706666-17707552	chr19	17706666	17707552	3SEP_LR_25_3	FLED	Other
chr5-32440044-32440580	chr5	32440044	32440580	3SEP_LR_25_3	FLED	Other
chr13-43634373-43635137	chr13	43634373	43635137	3SEP_LR_25_3	FLED	Other
chr2-103390677-103391457	chr2	103390677	103391457	3SEP_LR_25_3	FLED	Other
chr17-39945977-39948469	chr17	39945977	39948469	3SEP_LR_25_3	FLED	Other
chr5-80285191-80287882	chr5	80285191	80287882	3SEP_LR_25_3	FLED	Other
chr9-147051812-147053259	chr9	147051812	147053259	3SEP_LR_25_3	FLED	Other
chrX-72096399-72098316	chrX	72096399	72098316	3SEP_LR_25_3	FLED	Other
chr1-202464884-202467621	chr1	202464884	202467621	3SEP_LR_25_3	FLED	Other
chr16-87804066-87806482	chr16	87804066	87806482	3SEP_LR_25_3	FLED	Other
chr16-3703275-3703976	chr16	3703275	3703976	3SEP_LR_25_3	FLED	Other
chr8-67304334-67305561	chr8	67304334	67305561	3SEP_LR_25_3	FLED	Inverted-Repeat
chr13-98037853-98039910	chr13	98037853	98039910	3SEP_LR_25_3	FLED	Other
chr5-171856868-171859356	chr5	171856868	171859356	3SEP_LR_25_3	FLED	Other
chr18-48512037-48514071	chr18	48512037	48514071	3SEP_LR_25_3	FLED	Other
chr22-21897194-21898652	chr22	21897194	21898652	3SEP_LR_25_3	FLED	Direct-Repeat
chr8-145215056-145217469	chr8	145215056	145217469	3SEP_LR_25_3	FLED	Direct-Repeat
chr7-147728124-147732313	chr7	147728124	147732313	3SEP_LR_25_3	FLED	Other
chr5-79206544-79208327	chr5	79206544	79208327	3SEP_LR_25_3	FLED	Direct-Repeat
chr1-202233757-202239782	chr1	202233757	202239782	3SEP_LR_25_3	FLED	Other
chr6-90394678-90396493	chr6	90394678	90396493	3SEP_LR_25_3	FLED	Other
chr10-47647429-47651425	chr10	47647429	47651425	3SEP_LR_25_3	FLED	Other
chr3-68485905-68487117	chr3	68485905	68487117	3SEP_LR_25_3	FLED	Other
chr8-142399209-142400379	chr8	142399209	142400379	3SEP_LR_25_3	FLED	Direct-Repeat
chr3-159521358-159524037	chr3	159521358	159524037	3SEP_LR_25_3	FLED	Other
chr16-59267918-59268633	chr16	59267918	59268633	3SEP_LR_25_3	FLED	Other
chr5-534021-534401	chr5	534021	534401	3SEP_LR_25_3	FLED	Other
chr8-89060241-89061810	chr8	89060241	89061810	3SEP_LR_25_3	FLED	Other
chr6-134133301-134135841	chr6	134133301	134135841	3SEP_LR_25_3	FLED	Other
chr2-122566708-122567712	chr2	122566708	122567712	3SEP_LR_25_3	FLED	Inverted-Repeat
chr14-18570502-18573594	chr14	18570502	18573594	3SEP_LR_25_3	FLED	Other
chr17-73243039-73243915	chr17	73243039	73243915	3SEP_LR_25_3	FLED	Other
chr9-89072669-89074113	chr9	89072669	89074113	3SEP_LR_25_3	FLED	Other
chr2-34104210-34104927	chr2	34104210	34104927	3SEP_LR_25_3	FLED	Other
chr11-70176894-70178955	chr11	70176894	70178955	3SEP_LR_25_3	FLED	Direct-Repeat
chr3-21711782-21712757	chr3	21711782	21712757	3SEP_LR_25_3	FLED	Other
chr16-4709746-4710061	chr16	4709746	4710061	3SEP_LR_25_3	FLED	Other
chr1-209903329-209904300	chr1	209903329	209904300	3SEP_LR_25_3	FLED	Direct-Repeat
chr1-156163388-156168271	chr1	156163388	156168271	3SEP_LR_25_3	FLED	Other
chr22-20219934-20223421	chr22	20219934	20223421	3SEP_LR_25_3	FLED	Direct-Repeat
chr6-3555516-3557199	chr6	3555516	3557199	3SEP_LR_25_3	FLED	Other
chr5-151718274-151719063	chr5	151718274	151719063	3SEP_LR_25_3	FLED	Other
chr5-132834099-132838485	chr5	132834099	132838485	3SEP_LR_25_3	FLED	Other
chr9-2641857-2644050	chr9	2641857	2644050	3SEP_LR_25_3	FLED	Other
chr10-123537128-123537994	chr10	123537128	123537994	3SEP_LR_25_3	FLED	Inverted-Repeat
chr15-73543082-73544095	chr15	73543082	73544095	3SEP_LR_25_3	FLED	Other
chr20-18142918-18144357	chr20	18142918	18144357	3SEP_LR_25_3	FLED	Other
chr9-146182939-146184347	chr9	146182939	146184347	3SEP_LR_25_3	FLED	Other
chr15-59859690-59860904	chr15	59859690	59860904	3SEP_LR_25_3	FLED	Other
chr1-200665972-200667628	chr1	200665972	200667628	3SEP_LR_25_3	FLED	Direct-Repeat
chr5-178744905-178746263	chr5	178744905	178746263	3SEP_LR_25_3	FLED	Other
